tags,id,plylst_title,songs,like_cnt,updt_date,prompt
"['운동', '셔벗', '드라이브', '기분전환', '흥겨움', '산책', '세련된', '신나는']",44117,"세련된 흥이 필요한 당신을 위한, 셔벗의 식감을 닮은 신나는 곡들","[680264, 119329, 617898, 509570, 578102, 170668, 643616, 230056, 695040, 388252, 278248, 258408, 690967, 381418, 41397, 395244, 387722, 18083, 24911, 213536, 615203, 388225, 177414, 227306, 80801, 405918, 615852, 20566, 567812, 498857, 324607, 295183, 652045, 483321, 691288, 565196, 68508]",540,2019-09-30 23:51:49,운동 셔벗 드라이브 기분전환 흥겨움 산책 세련된 신나는
"['감성', '밤', '가을', '잔잔한', '산책', '노을', '여행', '저녁', '포근한', '퇴근길']",38242,저녁 선선한 바람이 좋아서 들은 플레이리스트,"[143799, 371213, 212966, 109323, 526427, 337380, 117531, 587033, 143787, 561142, 198860, 206761, 419759, 315601, 212999, 321846, 612939, 557112, 189965, 8416, 358094, 289747, 175526, 264812, 684695, 478107, 234712, 224955, 156414, 239753, 599093, 500326, 14163, 371289, 448444, 27783, 217224, 295900, 524197]",702,2019-11-09 10:31:16,감성 밤 가을 잔잔한 산책 노을 여행 저녁 포근한 퇴근길
"['라운지바', '선곡', '루프탑', 'dance', 'house', '브금', 'Lounge', '이태원', 'Pop', '칵테일바']",73738,[라운지] #이태원 라운지바 브금 선곡!,"[283263, 104255, 177356, 312798, 489432, 359753, 508043, 518001, 217365, 153807, 24087, 360825, 252290, 191915, 581799, 283632, 163830, 8797, 497546, 175506, 488111, 636614, 167655, 631670, 224410, 378092, 369692, 15124, 391480, 175770, 181354, 220471, 473663, 637093, 669477, 191507, 425860, 633795, 239438, 634022, 373873, 255901, 152242, 182727, 134748, 225445, 660124, 578867, 135502, 329934, 14410, 399519, 144688, 258912, 95568, 131871, 620479, 618568, 234308, 324956, 453336, 243181, 499393, 116794, 206068, 690140, 694089]",1526,2019-05-02 11:42:24,라운지바 선곡 루프탑 dance house 브금 Lounge 이태원 Pop 칵테일바
"['따스한', 'AndraDay', '차분한', 'dusakf', 'MerryChristmas', '행복한', 'Christmas', '크리스마스']",90907,크리스마스에 꼭 들어야 할 캐롤,"[132384, 544869, 185211, 515457, 381821, 117323, 140139, 430561, 359250, 30572, 10918, 279265, 549417, 52475, 443766, 221643, 542171, 262699, 297414, 387859, 662929, 335757, 537630, 686214, 610627, 120630, 461183, 387717, 371339, 376305, 627455, 95580, 323101, 419567, 587181, 12170, 188775, 29022, 137754, 94762, 137969, 539630, 312613, 467636, 164891, 47940, 352044, 194908, 317397, 438140, 228590, 689471, 644884, 407843, 301006, 414226, 528697, 594271, 387647, 109102, 457647, 61771, 592420, 424364, 560537, 85839, 503926, 355447, 402126, 329465, 83436, 75025, 543330, 432082, 398838, 322778, 226649, 238236, 337912, 277212, 278961, 89605, 681881, 79190, 23935, 42903, 686168, 635890, 190051, 263104, 327471, 195391, 431643, 186058, 104460, 238953, 111880, 416599, 243832, 232094, 18865, 257705, 145758, 358161, 563646, 504968, 470173, 292173, 408594]",4803,2019-12-23 10:45:33,따스한 AndraDay 차분한 dusakf MerryChristmas 행복한 Christmas 크리스마스
"['휴식', '운동', '스트레스', '드라이브', '여행', '바람', '힐링', '기분전환', '팝', '신나는']",80794,"가사는 몰라도 가슴을 뚫어주는 멜로디, pop","[495924, 705940, 167631, 559731, 514758, 615628, 122154, 308598, 401442, 162311, 644520, 619712, 289177, 628676, 475433, 469294, 581877, 679165, 126892, 32120, 676338, 590833, 493436, 571016, 117988, 110950, 344388, 256571, 571049, 279670, 568734, 662651, 454818, 255925, 19662, 696684, 319451, 581276, 135950, 663246, 688566, 570479, 306372, 473243, 358617, 198814, 372250, 261641]",718,2019-03-08 00:18:42,휴식 운동 스트레스 드라이브 여행 바람 힐링 기분전환 팝 신나는
"['비오는날', '매장음악', '밤', '새벽', '분위기', '몽환', '퇴폐', '치명', '기분전환', '섹시']",151342,몸이 저절로 움직이는 섹시한 노래,"[635579, 161237, 594575, 441015, 261200, 18785, 73956, 121026, 494290, 692181, 614191, 244883, 534104, 553550, 130968, 33905, 599198, 657720, 55535, 477989, 227859, 667542, 55991, 273490, 290742, 239010, 131815, 671118, 135506, 591178, 669070, 605660, 357620, 12841, 418437, 106559, 239463, 202087]",1502,2019-10-25 03:26:51,비오는날 매장음악 밤 새벽 분위기 몽환 퇴폐 치명 기분전환 섹시
"['감성', '취향저격', '추억', 'OST', '감동', '여운', '힐링', '영화', '내취향']",29715,"감동의 장면이 떠올라, 내 맘 속 저장한 영화 OST","[73260, 583390, 657988, 60429, 162553, 271041, 540926, 404864, 597762, 16909, 603337, 217622, 671973, 58773, 319238, 570479, 357542, 685702, 106662, 175514, 671, 552194, 140837, 160545, 572238, 272379, 227961, 624848, 205757, 207558, 4080, 60762, 459145, 549647, 359929, 422581, 632029, 222918, 407370]",1575,2019-10-08 17:49:29,감성 취향저격 추억 OST 감동 여운 힐링 영화 내취향
"['기분좋은', '아침', '카페', '상쾌', '재즈', '기분전환', '밝은', '스윙', '신나는']",128145,춤추고 싶어지는 밝은 느낌의 재즈,"[348290, 394969, 316171, 16692, 400755, 666246, 34462, 602038, 478800, 205580, 31428, 245257, 157966, 172104, 97594, 111529, 526130, 692591, 12220, 382755, 542904, 10197, 554560, 416601, 515542, 127145, 332650, 581150, 128812, 131520]",903,2019-05-02 00:44:28,기분좋은 아침 카페 상쾌 재즈 기분전환 밝은 스윙 신나는
"['Summer', '여름곡', '쿨', '여름', '여름휴가', '시원한', '여름노래', '캔', '바캉스', '신나는']",41450,시원한 여름 /  SUMMER PARTY 여름에 듣기 좋은 노래 모음,"[507060, 465907, 316947, 666160, 345004, 102209, 421202, 80656, 545942, 616860, 42792, 151370, 51134, 74403, 21125, 173681, 13198, 333091, 563647, 419697, 113325, 645990, 635573, 468797, 84285, 371829, 544625, 639991, 335075, 486768, 387621, 624473, 138031, 388635, 479046, 17496, 284839, 574523, 12557, 29842, 191999, 3724, 463451, 691017, 496316, 643629, 372235, 248226, 383058, 82636, 281889, 73296, 675253, 12352, 44829, 355062, 26648, 243178, 184868, 73509, 380564, 290769, 185307, 248083, 319861, 242127, 505425, 671533, 131310, 641705, 76318, 384775, 163289, 582962, 88556, 106158, 612031, 75441, 466272, 370392, 648434, 374617, 639994, 34839, 148788, 5722, 356672, 563620, 414042, 60824, 396908, 509777, 87481, 588471, 130275, 347303, 635759, 329364, 454768, 103192, 460256, 551588, 174907, 383921, 209136, 98444, 118650, 644739, 637476, 49921, 107276, 643315, 262963, 446180, 655761, 325909, 619021, 106990, 113529, 107036, 428928, 424751, 365678, 82626, 495997, 100033, 102784, 343677, 224139, 212304, 483883, 497639, 69114, 171669, 81605, 27881, 664555, 419584, 479584, 631477, 515022, 226056, 550529, 294435, 245111, 263857, 673907, 85226, 596414, 326088, 539090, 566439, 117793, 82293, 667123, 4891, 485741, 510503, 61595, 615388, 502122, 156838, 360197, 443914, 218980, 416859, 220781, 87504, 201145, 415774, 485957, 613077, 75809, 327342, 518420, 623700, 485589, 682079, 637034, 462965, 484394, 272536, 83860, 49941, 460499, 159015, 425674, 704707, 368015, 537609, 144250, 68102, 568784, 568906, 198586, 534494, 229983, 328918, 74362, 437314]",2402,2019-09-16 08:00:45,Summer 여름곡 쿨 여름 여름휴가 시원한 여름노래 캔 바캉스 신나는
"['겨울', '감성자극', '어쿠스틱', '포크', '추위', '찬바람', '따뜻한', '쌀쌀한']",73371,체감 온도 1℃를 높여줄 따듯한 포크송,"[267026, 336191, 144856, 51159, 407874, 422825, 691295, 160291, 513781, 184706, 243381, 371647, 178323, 508620, 309112, 696821, 529561, 174370, 380333, 315691, 56561, 175606, 407370, 519385, 117852, 586975, 686078, 661485, 499681, 457436, 636119, 570733, 272437, 358506, 313182, 389891, 353102, 582038, 396707]",1027,2019-12-30 16:20:20,겨울 감성자극 어쿠스틱 포크 추위 찬바람 따뜻한 쌀쌀한
"['열창', '발라드', '애절한', '명곡', '록발라드', '노래방', '감성발라드', '스트레스해소']",123844,영혼까지 끌어올린 '고음 폭발' 노래방 발라드,"[15376, 332124, 452583, 390610, 546249, 4056, 82330, 704025, 481669, 104260, 280771, 476589, 186386, 461815, 695842, 277869, 254798, 53080, 371463, 131559, 314344, 89663, 208705, 330425, 8742, 124575, 86130, 431551, 379251, 561135, 518785, 518960, 571842, 432207, 68874, 563828, 339998, 98271, 248401, 516237, 646796, 429530, 549966, 283315, 418346, 635537, 651499, 1236, 21901, 339969, 518484, 598386, 83709, 309147, 546092, 37298, 119487, 438449, 50228, 279532, 131001, 585216, 625933, 113958, 451031, 73864, 120222, 693340, 143646, 7993, 450302, 228133, 211437, 353960, 664036, 500248, 29805, 113667, 207973, 77647, 610218, 165346, 644963, 379972, 672414, 645489, 626581, 664793, 321933, 81213, 649626, 455668, 419039, 393107, 104069, 649432, 302646, 279571, 196697, 138932, 302161, 704609, 122755, 152475, 698250, 345621, 147228, 415017, 224921, 367963, 7538, 246531, 485640, 703096, 322491, 571334, 604859, 70406, 607586, 209782]",4871,2019-09-05 18:51:10,열창 발라드 애절한 명곡 록발라드 노래방 감성발라드 스트레스해소
"['분위기', '매장음악', '카페', '보사노바', 'Jazz', '재즈', 'JAYJE', '재즈바']",35189,"분위기 좋은 재즈, 보사노바","[574985, 508218, 28003, 701099, 698619, 593144, 258723, 370163, 35903, 654373, 348441, 105039, 42774, 647570, 263709, 84262, 547328, 46369, 346163, 389746, 669582, 700535, 550650, 485980, 282501, 411273, 51289, 517322, 305253, 83616, 467320, 434747, 257336, 95089, 412562, 393381, 135007, 209838, 432798, 540550, 679337, 564924, 56273, 145783, 698012, 438201, 92908, 215292, 327420, 384986, 359843, 129534, 542282, 278474, 452302, 303074, 594317, 63913, 692659, 628299, 635566, 442697, 210776, 158929, 680201, 285677, 534930, 635058, 357137, 230525, 283937, 452550, 6054, 454586, 685515, 545136, 219531, 641433, 212124, 68199, 276512, 323661, 316289, 209780, 209870, 668555, 146449, 409667, 213854, 56139, 465909, 82901, 56913, 224050, 268345, 411147, 336024, 300634, 356141, 168707, 412245, 223950, 585727, 89369, 604640, 511649, 336287, 414797, 433518, 232732, 422547, 417092, 401162, 668575, 668103, 533841, 1530, 490752, 451152, 596412, 456143, 212832, 256507, 295478, 533597, 267307, 20303, 312207, 243357, 99891, 261682, 263466, 156065, 167362, 668489, 244151, 2617, 604325]",4407,2019-04-21 21:54:48,분위기 매장음악 카페 보사노바 Jazz 재즈 JAYJE 재즈바
"['kpop', '집중', '연말', '카페', '새벽', '드라이브', '겨울', 'Pop', '따뜻한', '홈카페']",65237,카페에서 나올 것 같은 포근하고 편안한 음악,"[279265, 502773, 21602, 583621, 295966, 465958, 523073, 595876, 246239, 384047, 525589, 349046, 259163, 350403, 487400, 671675, 634656, 632547, 693088, 168528, 545896, 327158, 671547, 539328, 213563, 676563, 492429, 691717, 51498, 366786, 169945, 140867, 512098, 117169, 61159, 534818, 440901, 646927, 587738, 139210]",591,2019-03-06 13:51:42,kpop 집중 연말 카페 새벽 드라이브 겨울 Pop 따뜻한 홈카페
"['휴일', '감성', '카페', '연휴', '잔잔한', '새벽', '기분전환', '릴렉스']",27212,여유로운 휴일을 위한 리프레싱 플레이리스트,"[162334, 303899, 279859, 401493, 591848, 393312, 536601, 19520, 143747, 313943, 615194, 106676, 152739, 125543, 67782, 533137, 96171, 362372, 28143, 361634, 255000, 237835, 291422, 44211, 684128, 330021, 682937, 37665, 342245, 327261, 254835, 265319, 368749, 151780, 199531, 116922, 471435, 440421]",654,2019-07-17 19:28:42,휴일 감성 카페 연휴 잔잔한 새벽 기분전환 릴렉스
"['여름', '감각적인', '열대야', '그루브', '도시감성', '유니크', '더위', '트렌디', '팝', '편집샵']",107953,[여름] 여름에 듣는 그루비 팝♪,"[598148, 66224, 483321, 639505, 94070, 115874, 161433, 65320, 676970, 18915, 95421, 348275, 44683, 389382, 51008, 653237, 486819, 256831, 314173, 615704, 198620, 377642, 584400, 688713, 20625, 688747, 675389, 695870, 288159, 686291, 376574, 516797, 538419, 653823, 205384, 216200, 421903, 393877, 626622, 499011, 187766, 298043, 65557, 410070, 289420, 292307, 88539, 72490, 150593, 239637, 623179, 80201, 417796, 643712, 366111, 260522, 557939, 694985, 20037, 29351, 59808, 595790, 389477, 546341, 541052, 643692, 220672, 675593, 37302, 108324, 411938, 87838, 665414, 529527, 681611, 262189, 706521, 463829, 582314, 440759, 305893, 2666, 187128, 177414, 563768, 408760, 150195, 227820]",1212,2019-08-23 16:40:30,여름 감각적인 열대야 그루브 도시감성 유니크 더위 트렌디 팝 편집샵
"['여름', '댄스', '추억', '시원한', '싸이월드', '바다', '더위', '신나는']",80900,옛 추억이 새록! 우리가 열광한 여름 댄스,"[446180, 299583, 106990, 2726, 355461, 122836, 507060, 643414, 496811, 128390, 138295, 363781, 153960, 221959, 157116, 44220, 124278, 514773, 265449, 100297, 541351, 252859, 345004, 224028, 308891, 421202, 603059, 77813, 211731, 340108, 132521, 604840, 646456, 434069, 642252, 636705, 685784, 80656, 555134, 616860, 571885, 597627, 489712, 426587, 239864, 151370, 88918, 462695, 489456, 173681, 333091, 589292, 84285, 387621, 138031, 388635, 274741, 355062, 243178, 319861, 131310, 283432, 82626, 244396, 102784, 519905, 161750, 418859, 343677, 224139, 285472, 252673, 430005, 675004, 323916, 53416, 30028, 315611, 627571, 54875, 69114, 486391, 683755, 33244, 231154, 81605, 701202, 63146, 664555, 419584, 134968, 664191, 303123, 650997, 479584, 426504, 55035, 631477, 436561, 161208, 326343, 226056, 310375, 510882, 454167, 134974, 255158, 217279, 583828, 539090, 695656, 117793, 82293, 667123, 274165, 312624, 675635, 601315, 520283, 704666, 160552, 381242, 554346, 61595, 598099, 615388, 502122, 644739, 107276, 211048, 176669, 277441, 642749, 643315, 262963]",5262,2019-05-09 11:31:40,여름 댄스 추억 시원한 싸이월드 바다 더위 신나는
"['유치원', '애니메이션', 'OST', '어린이', '영화', '디즈니', '픽사', '주제가', '아기']",1526,아이와 함께 보고 싶은 디즈니/픽사 OST,"[412246, 151421, 516376, 219415, 618181, 416023, 680970, 320447, 690767, 328908, 568668, 623047, 207912, 310892, 78983, 703323, 592526, 283939, 472374, 104455, 262430, 352807, 505518, 285758, 416412, 491808, 39436, 530762, 457812, 371709, 426100, 119401, 439161, 140837, 438909, 166439, 529694, 187194, 700543, 209684, 616144, 462968, 144613, 567076, 394031]",2125,2019-12-19 18:20:54,유치원 애니메이션 OST 어린이 영화 디즈니 픽사 주제가 아기
"['감성', '매장음악', '카페', '가을', '분위기', '재즈', '라운지', '밝은', '즐거운', '편안한']",18061,@가을하늘아래 루프탑에서 나올 법한 밝은 재즈 트리오 연주곡,"[20983, 386959, 414125, 494368, 439919, 675670, 2060, 650515, 644811, 545135, 30900, 648800, 518983, 524003, 380112, 444646, 279621, 100375, 566504, 660646, 448460, 47959, 109482, 658558, 461600, 492818, 705547, 514844, 13100, 182575, 650280, 403826, 81208, 697682, 532851, 453, 315187, 194904, 324481, 25950, 535111, 379474, 105646, 152865]",1511,2019-10-07 06:00:23,감성 매장음악 카페 가을 분위기 재즈 라운지 밝은 즐거운 편안한
"['활기', '피아노', '명곡', '연주', '클래식', '경쾌', '빠른', '자장가']",86207,경쾌하고 활기찬 클래식 피아노 연주곡 명곡 모음 베스트,"[344011, 392120, 395074, 244066, 405806, 460744, 385320, 388278, 53778, 452695, 278408, 227386, 365840, 410715, 231788, 346128, 680162, 117163, 122484, 320405, 508416, 99189, 313012, 655100, 658086, 106776, 48967, 454509, 584274, 511330, 265834, 614975, 302223, 412644, 101842, 426654, 193168, 7390, 578343, 686458, 493151, 296092, 482677, 518554, 484052, 532664, 128748, 183408, 26226, 63823, 343907]",537,2019-08-30 19:47:50,활기 피아노 명곡 연주 클래식 경쾌 빠른 자장가
"['여름', '새벽감성', '초조', '열대야', '불면', '불안', '팝송', '노랫말을듣는다', 'ralalra', '감성적인']",90885,"추천 ♬ 잠 못 드는 열대야, 여름밤의 감성","[353102, 330485, 302503, 213606, 586393, 610501, 426060, 2610, 176404, 663777, 173599, 103042, 440499, 665706, 252161, 272518, 236003, 369439, 361284, 619332, 691203, 38790, 150525, 205910, 356974, 331055, 202746, 66919, 398223, 481814, 309245, 302442, 28382, 290234, 74268, 639765, 35956, 580305, 661645, 509341, 430106, 324802, 567766, 124944, 633328, 639289, 284770, 301990, 300552, 582821, 520755, 370524, 445393, 390248, 660573, 452237, 671683, 288308, 111820, 564989, 292887, 189970, 145092, 55899, 166158, 531381, 167769, 496987, 357318, 47986, 338172, 273940, 196488, 553161, 556138, 707394, 585388, 11862, 243951, 220139, 676537, 178568, 595717, 535980, 517689, 200671, 642443, 504530, 269338, 538565, 203371, 675466, 637993, 578741, 625875, 11657, 540480]",600,2019-09-03 10:51:41,여름 새벽감성 초조 열대야 불면 불안 팝송 노랫말을듣는다 ralalra 감성적인
"['감성', '올드팝', '추억', '사색', '부모님', '아날로그', 'LP', '팝', '편안한']",120762,부모님과 함께 추억의 팝송여행,"[173522, 16178, 360824, 564913, 84355, 610125, 236060, 160079, 509568, 487815, 615198, 517580, 245342, 522632, 520822, 667206, 401660, 702352, 282403, 200052, 424146, 523178, 330285, 6715, 435104, 424816, 156179, 519348, 279477, 646525, 650392, 422065, 16579, 393030, 133814, 69413, 480049, 199302, 50326, 608360, 405741, 269656, 279715, 430911, 625372, 303894, 88272, 622769, 131279, 100010, 125457, 392063, 184344, 706450, 408222, 568369, 229723, 621636, 494930, 209046, 1247, 678938, 98800, 116842, 145273, 129016, 65234, 250802, 204818, 275820, 555308, 560357, 568189, 504025, 349043, 529885, 279991, 666165, 170784, 202581, 628828, 395688, 513846, 18253, 612367, 274573, 384720, 401924, 90976, 173087, 572226, 643120, 241800, 23256, 575990, 341048, 186540, 348659, 86258, 408698, 427919, 698216, 255744, 639148, 167406, 478065, 652875, 295671, 435943, 550534, 10141, 36457, 63723, 513794, 26619, 316930, 149553, 608192, 347201, 647369, 651975, 497392, 403676, 19840, 201392, 194581, 208645, 66549, 272379, 419618, 336024, 384381, 49708, 616384, 260099]",1198,2019-05-08 16:05:08,감성 올드팝 추억 사색 부모님 아날로그 LP 팝 편안한
"['감성', '가을', '추억', 'OST', '나른한', '영화', '싱숭생숭', '편안한']",86842,"가을날, 선선한 바람과 감성영화 OST","[401457, 205757, 443950, 207558, 63623, 90675, 612343, 648862, 174416, 487752, 145106, 511190, 675466, 249814, 259905, 363773, 691757, 222918, 11657, 544743, 255937, 626791, 528913, 213435, 363240, 171884, 193019, 422968, 688654, 227481, 58773, 492271, 319238, 570479, 357542, 173966, 205413, 596772, 276307, 680391, 129272, 672856, 186039, 400781, 505461, 207855, 537713, 331055, 676344, 427580]",2107,2019-10-01 06:00:21,감성 가을 추억 OST 나른한 영화 싱숭생숭 편안한
"['힙합', '트렌디', '느낌있는', 'RnB', '감각적인', '드라이브', 'timeoff', '국내힙합', '비트', '그루브']",77048,멈출 수 없어! 그루브 타게하는 감각적인 힙합/R&B Vol.2,"[482733, 671020, 665288, 314515, 144866, 225854, 147155, 434085, 49202, 142022, 681694, 253381, 107775, 316631, 197494, 627771, 370904, 576565, 161768, 54287, 203516, 482209, 271156, 363570, 386424, 525203, 67868, 452564, 611625, 512694, 119885, 243321, 289460, 327377, 249791, 662362, 372525, 187165, 515616, 517862, 269760, 107630, 701026, 322427, 183878, 675450, 505900, 464372, 522525, 606905, 456724]",2751,2019-08-09 00:16:20,힙합 트렌디 느낌있는 RnB 감각적인 드라이브 timeoff 국내힙합 비트 그루브
"['밤', '혼자', '괜찮아', '불면', '위로', '울지마', '먹먹한', 'ralalra', '고민', '외로움']",62149,추천 ♬ 누군가의 위로가 필요한 밤,"[351446, 529942, 157429, 290657, 9181, 339004, 175217, 308651, 374757, 663727, 227000, 156141, 424482, 440901, 411873, 189399, 162622, 162485, 554913, 2089, 536664, 621380, 27784, 675939, 297346, 614173, 49772, 591189, 194958, 148234, 107123, 576615, 405400, 495937, 681256, 442803, 221449, 165412, 501349, 430214, 131741, 243208, 693315, 334325, 640753, 613040, 656573, 641996, 509967, 492663, 459065, 32630, 636835, 613497, 334682, 404774, 264576, 514992, 701730, 166310, 266962, 225230, 130632, 385695, 541598, 594788, 547302, 291081, 476511, 437564, 540601, 429922, 228058, 203597, 703302, 175075, 74644, 219385, 360099, 95315, 268577, 56902, 374021, 304156, 324473, 322093, 377071, 448320, 431694, 122737, 702414, 537808, 572866, 88568, 106866, 539071, 285708, 432582, 441386]",566,2019-12-07 17:47:20,밤 혼자 괜찮아 불면 위로 울지마 먹먹한 ralalra 고민 외로움
"['클럽', '노동요', '운동', '매장', '드라이브', 'EDM', '불금', '매장음악', '스트레스', '신나는']",64209,스트레스 확 풀려요! EDM 페스티벌에 온 듯한 빵빵 터지는 곡,"[362347, 436333, 146402, 531857, 547427, 321810, 423590, 371701, 517943, 307931, 640211, 213585, 649359, 188639, 591462, 402028, 111111, 588605, 528453, 521404, 481741, 402664, 162404, 601974, 321859, 412518, 234652, 534482, 188398, 395386, 415412, 246417, 136623, 35595, 395913, 96174, 570832, 701343, 551545, 116796, 250288, 294876, 586021, 9214, 667796, 600903, 556993, 644275, 107248, 473920, 483664, 2495, 631439, 392778, 275494, 43367, 611337, 227344, 695112, 293070, 686912, 252236, 213879, 174064, 645877, 536788, 649956, 420752, 47954, 699416, 184292, 295751, 31947, 458850, 155889, 583461, 160616]",512,2019-05-14 03:49:21,클럽 노동요 운동 매장 드라이브 EDM 불금 매장음악 스트레스 신나는
"['클럽', '흥', '운동', '신남', '매장', '드라이브', '감주', 'EDM', '노래', '술집']",124104,듣는 순간 분노의질주! 김프로의 클럽음악 EDM 명반 모음집!,"[350043, 559176, 95181, 391245, 168888, 505980, 286067, 470129, 538860, 468831, 547714, 464381, 280280, 428262, 160003, 382542, 345169, 523491, 536588, 287077, 547427, 258601, 182208, 503569, 39784, 333311, 677871, 290776, 175418, 425668, 198766, 355790, 310151, 296942, 533713, 346535, 61747, 413952, 249838, 355232, 704299, 279296, 142484, 595490, 567357, 687355, 452902, 490081, 583738, 186320, 413041, 432930, 13711, 692642, 685833, 209491, 622242, 158494, 382301, 469258, 611181, 555231, 434711, 180742, 185433, 200308, 381607, 249344, 30367, 139246, 277175, 60650, 425098, 75891, 385917, 227475, 184292, 195019, 583713, 37996, 319969, 341450, 517045, 673715, 279729, 494895, 680787, 88597, 380171, 649889, 498071, 274349, 3272, 569109, 318518, 531560, 474133, 314067, 634530, 540757, 521240, 362383, 274865, 31059, 250288, 560006, 625011, 43627, 673868, 505408, 19048, 472518, 527264, 356110, 653158, 110002, 74826, 77010, 228767, 208031, 9214, 707499, 639480, 104456, 351775, 667796, 255066, 615455, 679106, 218157, 462130, 478224, 182864, 493721, 115449, 323044, 39129, 571786, 76322, 593947, 177569, 440093, 377096, 382796, 243569, 234176, 297127, 207188, 564683, 398032, 535012, 332526, 119173, 94349, 272298, 78502, 457451, 431396, 143880, 401504, 394489, 546003, 10505, 263588, 191700, 539533, 368904, 215565, 367540, 176386, 8564, 615337, 25874, 397222, 269477, 503995, 465866, 510691, 627386, 159496, 690681, 495354, 617303, 655328, 547489, 211063, 339231, 138264, 553826, 437618, 668531, 343751, 636913, 639810, 343894, 280697, 426556, 328773, 445853, 629403]",1302,2019-08-29 15:37:28,클럽 흥 운동 신남 매장 드라이브 감주 EDM 노래 술집
"['휴식', '아침', '카페', '잔잔한', '매장', '드라이브', '재즈', '힐링', '기분전환', '피아노']",139230,휴양지 리조트/호텔에서 조식 먹을 때 듣고 싶은 피아노 재즈,"[237388, 684205, 8248, 233143, 337749, 124933, 467331, 507623, 515939, 473319, 36860, 382432, 612800, 566299, 434959, 41659, 515847, 224388, 223251, 169294, 169966, 209303, 453288, 699943, 512119, 483364, 584512, 80729, 414556, 303490, 320699, 106076, 83324, 435883, 578889, 196059, 389507, 17246, 120925, 626104, 164634, 449985, 159447, 473278, 663997, 103805, 654449, 82939, 327366, 461875, 665336, 684899, 553689]",5810,2019-07-08 06:01:40,휴식 아침 카페 잔잔한 매장 드라이브 재즈 힐링 기분전환 피아노
"['분위기', '카페', '새벽', '매장', '드라이브', '재즈', '라운지', '기분전환', 'Lofi', '재즈힙합']",104938,라운지바에서 반짝이는 야경을 바라보며 취하고 싶은 재즈힙합/Lofi,"[426769, 572206, 382938, 316620, 84313, 93132, 480050, 142323, 628013, 418094, 577277, 307390, 60673, 261451, 598986, 677927, 668309, 88287, 437422, 423125, 127480, 366540, 119750, 284335, 283787, 576342, 76139, 471351, 101301, 298327, 515224, 612611, 266245, 601430, 394326, 362073, 148086, 413156, 580208, 433920, 700526, 29243, 226094, 481034, 539387, 681756, 286931, 144120, 190966, 647356, 103307, 190542, 218360, 508236, 126561, 381090, 210254, 508382, 606409, 47628, 515046, 467558, 553827, 5689]",1902,2019-01-11 03:45:36,분위기 카페 새벽 매장 드라이브 재즈 라운지 기분전환 Lofi 재즈힙합
"['헬스', '트레이닝', '헬스장', '운동', 'dance', 'Pop', '신년계획', '새해다짐', '2017년']",80771,[운동] 당신의 새해 다짐을 도와드립니다 (feat. 운동),"[547427, 584624, 459256, 371945, 103189, 518001, 31529, 471804, 698347, 243820, 596434, 71307, 674207, 24087, 360825, 613465, 45695, 76063, 422695, 419730, 15183, 305414, 378974, 408850, 415543, 701805, 140165, 607572, 579817, 281063]",530,2019-05-02 13:51:57,헬스 트레이닝 헬스장 운동 dance Pop 신년계획 새해다짐 2017년
"['집중력', 'ASMR', '잔잔한', '스트레스', '백색소음', '독서', '힐링', '시험', '시험기간', '공부']",131787,■ 공부할 때 도움되는 ASMR 백색소음 ■,"[242663, 581682, 215098, 607735, 646903, 198473, 239805, 454644, 11811, 576537, 666135, 401753, 348766, 353003, 449705, 613612, 455241, 66565, 341568, 195825, 307467, 644338, 276388, 613531, 545735, 390323, 662389, 287242, 137180, 234502, 469861, 333601, 461336, 633532, 257347, 670616]",1104,2019-12-23 14:29:07,집중력 ASMR 잔잔한 스트레스 백색소음 독서 힐링 시험 시험기간 공부
"['배경음악', '1화', '이상순', '아이유', '효리네민박', 'bgm', '이효리', 'JTBC']",38035,"(1화)효리네 민박 BGM,추천음악(Feat. 이효리, 이상순, 아이유)","[704666, 284982, 221697, 585388, 97852, 558288, 75004, 447196, 589292, 607268, 571175, 486999, 698150, 490106, 395438, 449457, 489565, 438778, 185901, 343257, 408578, 173912, 663167, 269828, 459700, 327342, 303149, 552277, 646278, 402670, 134677, 507052, 62263, 654777, 95631, 23360, 340817, 144663, 140920, 335274, 50428, 157969, 360045, 58833, 51713, 431787, 455668, 92400, 370632, 145363, 631451, 186260]",615,2019-09-30 00:16:26,배경음악 1화 이상순 아이유 효리네민박 bgm 이효리 JTBC
"['매장', '카페', '트로피컬', '누재즈', '재즈', 'EDM', '시원한', '기분전환', '파티', '신나는']",74201,풀파티 할 때 딱 좋아! 혼자 듣기 아까운 감각적인 누재즈,"[382755, 268599, 14679, 532042, 197038, 650879, 311045, 621567, 15019, 693621, 453449, 382505, 162276, 13583, 658162, 191047, 649370, 595702, 399718, 422784, 569922, 450234, 399438, 275994, 468416, 12640, 300322, 584164, 10572, 28784, 67048, 333136, 433646, 523797, 141454, 207676, 542038, 59462, 226100, 89560, 477037, 296795, 437326, 101914]",1386,2019-05-02 00:44:28,매장 카페 트로피컬 누재즈 재즈 EDM 시원한 기분전환 파티 신나는
